client_number,customer_age,gender,dependents,education_level,marital_status,state,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income_of_customer,customer_satisfaction_score
C100528,23,Female,0,High School,Divorced,Medina,29739,Yes,No,Yes,Telephone,Student,23676,5
C100529,48,Female,2,Doctorate,Married,Mecca,49746,Yes,Yes,Yes,Cellular,Private Employee,10762,5
C100530,59,Female,1,Post-Graduate,Widow,Mecca,42688,Yes,Yes,No,Cellular,Unemployed,5580,2
C100531,44,Female,3,Graduated,Married,Riyadh,86831,No,No,Yes,Telephone,Businessman,35228,5
C100532,42,Female,0,High School,Single,Dammam,27687,No,No,Yes,Cellular,Unemployed,46837,2
C100533,60,Female,2,Doctorate,Single,Tabuk,89011,No,Yes,No,Cellular,Government Employee,19561,2
C100534,52,Female,4,Unknown,Widow,Tabuk,31873,Yes,Yes,No,Telephone,Private Employee,31373,3
C100535,22,Female,3,Doctorate,Single,Tabuk,82256,Yes,Yes,Yes,Unknown,Student,4259,3
C100536,44,Male,3,Graduated,Widow,Riyadh,98067,No,No,No,Telephone,Unemployed,36592,4
C100537,46,Female,1,High School,Divorced,Abha,35284,No,No,No,Cellular,Private Employee,47027,1
C100538,62,Female,4,Unknown,Single,Dammam,24031,Yes,Yes,Yes,Telephone,Businessman,13092,5
C100539,35,Male,0,Unknown,Single,Tabuk,90931,Yes,Yes,No,Unknown,Unemployed,24685,1
C100540,59,Male,0,Doctorate,Married,Medina,20637,Yes,Yes,Yes,Cellular,Private Employee,47931,2
C100541,33,Male,0,Graduated,Divorced,Abha,35249,No,Yes,No,Unknown,Freelancer,15193,4
C100542,38,Male,3,Uneducated,Single,Jeddah,33049,Yes,No,Yes,Unknown,Student,15408,1
C100543,64,Male,1,Uneducated,Divorced,Medina,31289,No,No,No,Unknown,Freelancer,21704,2
C100544,47,Female,2,Doctorate,Married,Abha,10915,No,No,Yes,Cellular,Businessman,7114,4
C100545,42,Male,4,Graduated,Single,Jazan,11572,Yes,No,No,Unknown,Freelancer,42682,1
C100546,56,Female,2,Graduated,Divorced,Jazan,58554,No,No,No,Telephone,Student,15470,2
C100547,57,Male,0,Doctorate,Divorced,Taif,70941,No,No,No,Telephone,Unemployed,33434,4
C100548,29,Male,3,Graduated,Single,Dammam,51513,No,Yes,No,Telephone,Businessman,31467,2
C100549,29,Male,1,Unknown,Single,Taif,71903,Yes,No,No,Cellular,Businessman,35592,4
C100550,30,Female,4,High School,Married,Medina,73771,No,No,No,Cellular,Private Employee,46633,1
C100551,42,Male,0,High School,Widow,Mecca,28543,Yes,No,Yes,Telephone,Private Employee,3849,3
C100552,60,Male,2,Doctorate,Divorced,Taif,90167,Yes,Yes,No,Telephone,Freelancer,27468,2
C100553,43,Female,0,Unknown,Widow,Tabuk,64657,Yes,Yes,No,Unknown,Self-employed,23482,4
C100554,37,Female,4,High School,Married,Dammam,52183,Yes,Yes,Yes,Telephone,Student,33785,1
C100555,40,Male,3,Uneducated,Divorced,Jeddah,79367,No,No,No,Cellular,Private Employee,28531,2
C100556,37,Male,2,Unknown,Widow,Medina,39272,Yes,No,No,Unknown,Private Employee,39823,2
C100557,37,Female,3,High School,Married,Medina,88326,Yes,No,Yes,Unknown,Self-employed,37308,5
C100558,38,Male,3,Graduated,Single,Mecca,44208,Yes,Yes,No,Cellular,Businessman,45705,4
C100559,25,Female,3,Uneducated,Widow,Taif,82779,Yes,No,No,Cellular,Government Employee,32880,3
C100560,32,Female,2,Uneducated,Married,Tabuk,12222,Yes,Yes,No,Unknown,Private Employee,27171,2
C100561,40,Female,4,Unknown,Widow,Tabuk,61843,Yes,No,Yes,Unknown,Government Employee,24234,5
C100562,56,Male,4,Unknown,Married,Jazan,18372,Yes,Yes,Yes,Cellular,Student,13707,2
C100563,25,Female,2,High School,Single,Taif,55032,Yes,No,No,Unknown,Businessman,37385,4
C100564,61,Female,1,Post-Graduate,Single,Medina,68785,Yes,Yes,No,Cellular,Self-employed,6703,5
C100565,21,Male,1,Graduated,Single,Riyadh,38704,Yes,Yes,Yes,Unknown,Government Employee,24164,4
C100566,60,Female,0,Post-Graduate,Divorced,Jazan,13081,No,Yes,Yes,Cellular,Student,5359,2
C100567,34,Female,0,High School,Single,Tabuk,76735,Yes,No,Yes,Cellular,Student,3481,5
C100568,38,Female,4,High School,Widow,Dammam,36422,No,No,Yes,Telephone,Government Employee,28731,1
C100569,61,Female,3,Unknown,Widow,Abha,63174,Yes,Yes,Yes,Cellular,Private Employee,9994,2
C100570,32,Female,1,Post-Graduate,Divorced,Tabuk,70788,Yes,Yes,No,Cellular,Student,4560,3
C100571,20,Male,1,High School,Married,Jazan,60930,No,No,No,Unknown,Unemployed,13830,4
C100572,50,Female,1,Unknown,Single,Riyadh,14089,Yes,Yes,No,Cellular,Government Employee,32167,4
C100573,56,Male,0,Unknown,Divorced,Medina,94642,Yes,No,No,Cellular,Government Employee,30360,1
C100574,39,Male,0,High School,Married,Mecca,69890,Yes,Yes,Yes,Telephone,Self-employed,3940,1
C100575,25,Male,3,Post-Graduate,Divorced,Mecca,12956,No,Yes,Yes,Cellular,Businessman,29053,4
C100576,21,Male,3,Graduated,Widow,Taif,32940,Yes,Yes,Yes,Telephone,Freelancer,21452,4
C100577,32,Female,0,Doctorate,Divorced,Medina,40778,No,Yes,Yes,Unknown,Unemployed,31530,5
C100578,64,Female,1,Doctorate,Single,Mecca,57714,Yes,No,No,Telephone,Student,13741,3
C100579,62,Female,4,Post-Graduate,Married,Tabuk,93796,No,No,Yes,Unknown,Private Employee,27386,4
C100580,42,Female,1,Doctorate,Widow,Abha,63454,No,No,Yes,Unknown,Government Employee,12020,3
C100581,42,Female,3,Post-Graduate,Married,Riyadh,55017,Yes,No,Yes,Unknown,Self-employed,16488,4
C100582,25,Female,0,Post-Graduate,Single,Abha,23607,Yes,No,Yes,Unknown,Self-employed,47827,3
C100583,51,Male,2,Doctorate,Divorced,Abha,61768,No,Yes,No,Unknown,Private Employee,48075,1
C100584,34,Female,1,Doctorate,Married,Riyadh,76127,Yes,No,Yes,Cellular,Freelancer,23090,2
C100585,45,Female,1,Post-Graduate,Single,Medina,13080,Yes,Yes,No,Cellular,Self-employed,15170,1
C100586,24,Female,3,Unknown,Widow,Tabuk,96715,No,Yes,No,Telephone,Private Employee,27570,2
C100587,39,Female,4,Post-Graduate,Widow,Riyadh,99013,No,Yes,No,Telephone,Government Employee,5034,3
C100588,64,Female,3,Post-Graduate,Single,Taif,86955,No,No,Yes,Telephone,Businessman,34945,1
C100589,50,Female,4,Unknown,Single,Medina,92745,Yes,No,No,Unknown,Government Employee,18818,5
C100590,50,Male,2,High School,Widow,Medina,90441,No,Yes,Yes,Unknown,Self-employed,41890,1
C100591,52,Female,0,Post-Graduate,Married,Jazan,46010,No,Yes,No,Unknown,Businessman,48758,5
C100592,51,Male,3,High School,Married,Riyadh,48048,No,No,Yes,Unknown,Self-employed,8034,2
C100593,50,Female,1,Unknown,Widow,Dammam,59377,Yes,No,Yes,Cellular,Government Employee,47763,5
C100594,51,Male,3,Doctorate,Single,Jeddah,31552,Yes,Yes,Yes,Telephone,Private Employee,27030,4
C100595,21,Female,4,Unknown,Widow,Jazan,14395,No,No,No,Cellular,Businessman,8717,3
C100596,62,Female,3,Graduated,Married,Dammam,25861,Yes,Yes,Yes,Unknown,Self-employed,46557,2
C100597,48,Female,4,High School,Widow,Jeddah,96017,Yes,No,Yes,Unknown,Businessman,18220,2
C100598,29,Female,1,Doctorate,Widow,Riyadh,58740,Yes,Yes,Yes,Unknown,Freelancer,20425,5
C100599,53,Male,2,Uneducated,Divorced,Medina,72965,Yes,Yes,No,Telephone,Private Employee,17032,1
C100600,31,Female,4,Doctorate,Single,Dammam,97435,Yes,Yes,Yes,Telephone,Student,7757,5
C100601,30,Male,3,Doctorate,Divorced,Medina,44402,No,Yes,No,Cellular,Unemployed,24003,4
C100602,21,Male,2,Graduated,Widow,Medina,26688,No,No,Yes,Cellular,Student,37161,3
C100603,51,Male,3,Post-Graduate,Single,Taif,18694,Yes,Yes,Yes,Telephone,Government Employee,28773,3
C100604,49,Female,2,Post-Graduate,Divorced,Mecca,71592,No,No,Yes,Telephone,Government Employee,8962,4
C100605,41,Male,2,Doctorate,Divorced,Mecca,47872,Yes,No,No,Cellular,Student,15534,3
C100606,39,Male,2,Post-Graduate,Widow,Mecca,44591,No,Yes,Yes,Unknown,Government Employee,15449,3
C100607,65,Female,1,Graduated,Married,Jeddah,48202,Yes,Yes,No,Cellular,Freelancer,35568,3
C100608,35,Female,3,Doctorate,Divorced,Jazan,80439,No,Yes,No,Unknown,Businessman,19550,1
C100609,44,Female,0,Unknown,Married,Mecca,74887,No,No,No,Cellular,Government Employee,6341,4
C100610,60,Female,4,Unknown,Widow,Taif,60709,No,Yes,Yes,Cellular,Businessman,26680,1
C100611,22,Male,2,Unknown,Divorced,Dammam,22568,No,Yes,Yes,Unknown,Student,6924,1
C100612,27,Female,4,Doctorate,Divorced,Mecca,66335,Yes,Yes,Yes,Unknown,Student,40395,3
C100613,55,Female,1,Uneducated,Single,Abha,86561,No,Yes,Yes,Telephone,Self-employed,38501,5
C100614,21,Male,0,Post-Graduate,Divorced,Jazan,26326,Yes,Yes,No,Cellular,Self-employed,33114,5
C100615,30,Male,1,High School,Single,Riyadh,41296,No,No,No,Telephone,Self-employed,18216,1
C100616,25,Female,3,Graduated,Married,Taif,90616,No,Yes,No,Cellular,Freelancer,35212,4
C100617,53,Female,2,Unknown,Widow,Abha,90692,No,No,Yes,Telephone,Self-employed,49101,1
C100618,58,Female,1,Graduated,Married,Medina,51184,No,No,No,Cellular,Freelancer,22049,2
C100619,44,Female,0,Doctorate,Married,Jeddah,69276,Yes,No,No,Telephone,Private Employee,4343,4
C100620,47,Female,3,Unknown,Widow,Mecca,55643,Yes,No,No,Telephone,Private Employee,13361,2
C100621,34,Male,0,Graduated,Divorced,Riyadh,39960,Yes,Yes,Yes,Unknown,Freelancer,39229,1
C100622,36,Male,4,High School,Widow,Dammam,48424,Yes,No,No,Cellular,Self-employed,29834,3
C100623,30,Male,1,Unknown,Single,Dammam,47780,No,No,Yes,Cellular,Businessman,15804,5
C100624,65,Male,0,Unknown,Divorced,Dammam,79986,Yes,No,No,Unknown,Self-employed,13008,5
C100625,31,Male,0,High School,Married,Mecca,77272,Yes,Yes,No,Cellular,Self-employed,6168,4
C100626,29,Male,1,Post-Graduate,Divorced,Mecca,70608,Yes,No,Yes,Unknown,Businessman,49755,2
C100627,30,Male,0,Graduated,Married,Riyadh,47644,No,No,No,Unknown,Student,29469,5
C100628,49,Female,4,Post-Graduate,Widow,Mecca,78612,No,Yes,No,Cellular,Unemployed,5386,2
C100629,24,Female,2,Unknown,Widow,Taif,59275,No,No,Yes,Telephone,Private Employee,16022,1
C100630,33,Female,1,Graduated,Married,Mecca,61951,Yes,Yes,Yes,Cellular,Private Employee,19575,4
C100631,45,Female,3,High School,Married,Jazan,27093,No,Yes,Yes,Cellular,Freelancer,9637,3
C100632,43,Male,2,Graduated,Widow,Taif,20239,No,No,No,Cellular,Unemployed,34421,1
C100633,42,Female,1,High School,Married,Riyadh,23277,Yes,No,Yes,Cellular,Student,17332,5
C100634,43,Male,3,Graduated,Divorced,Jazan,55472,No,No,No,Cellular,Unemployed,36881,5
C100635,27,Female,3,Graduated,Single,Abha,84232,Yes,Yes,No,Telephone,Freelancer,49810,4
C100636,60,Female,1,Uneducated,Married,Jeddah,90854,No,No,No,Cellular,Businessman,5884,3
C100637,20,Male,1,Graduated,Married,Taif,29876,No,No,Yes,Cellular,Businessman,13708,1
C100638,36,Female,0,Uneducated,Widow,Dammam,98160,No,Yes,Yes,Unknown,Private Employee,25461,5
C100639,43,Female,2,Post-Graduate,Divorced,Tabuk,79036,Yes,No,Yes,Cellular,Unemployed,4456,4
C100640,50,Female,2,Post-Graduate,Divorced,Jazan,63046,Yes,No,No,Cellular,Unemployed,12697,5
C100641,34,Male,1,Graduated,Married,Jeddah,81068,No,No,No,Telephone,Student,24706,3
C100642,25,Male,1,Post-Graduate,Widow,Jeddah,51150,Yes,No,No,Telephone,Self-employed,30146,4
C100643,21,Female,2,Unknown,Divorced,Medina,73769,No,No,Yes,Telephone,Private Employee,18408,3
C100644,35,Male,2,Uneducated,Divorced,Taif,20863,Yes,Yes,Yes,Unknown,Businessman,12833,5
C100645,47,Female,0,Doctorate,Married,Riyadh,10273,No,Yes,Yes,Cellular,Government Employee,27036,3
C100646,62,Male,0,Uneducated,Divorced,Tabuk,23103,Yes,Yes,Yes,Unknown,Businessman,15599,2
C100647,45,Female,0,High School,Divorced,Abha,19395,No,Yes,Yes,Telephone,Student,20038,2
C100648,61,Male,3,Post-Graduate,Married,Mecca,14198,No,No,Yes,Unknown,Private Employee,32655,3
C100649,52,Female,2,Doctorate,Widow,Taif,40818,No,No,Yes,Cellular,Private Employee,12746,2
C100650,22,Male,0,Post-Graduate,Single,Dammam,24113,No,Yes,Yes,Unknown,Businessman,21512,3
C100651,64,Female,4,Uneducated,Widow,Taif,63723,Yes,No,Yes,Telephone,Freelancer,5217,3
C100652,30,Female,1,High School,Single,Riyadh,14112,No,No,Yes,Telephone,Private Employee,46144,4
C100653,65,Female,3,Uneducated,Divorced,Taif,96298,No,Yes,Yes,Cellular,Government Employee,30249,1
C100654,51,Female,1,Unknown,Married,Medina,77211,No,No,Yes,Unknown,Self-employed,30385,1
C100655,20,Female,2,Post-Graduate,Divorced,Tabuk,10358,Yes,No,Yes,Cellular,Self-employed,24791,5
C100656,37,Female,4,Post-Graduate,Married,Taif,15167,No,No,No,Cellular,Government Employee,24797,1
C100657,46,Male,3,Graduated,Widow,Medina,51311,Yes,No,No,Telephone,Freelancer,5536,2
C100658,62,Female,3,High School,Single,Abha,40044,Yes,Yes,No,Cellular,Private Employee,3147,4
C100659,23,Male,2,Post-Graduate,Widow,Riyadh,75765,No,Yes,No,Unknown,Self-employed,38002,5
C100660,38,Male,1,Graduated,Divorced,Dammam,81442,Yes,Yes,No,Cellular,Government Employee,45391,2
C100661,50,Male,0,Uneducated,Divorced,Dammam,96174,No,No,No,Cellular,Private Employee,16375,2
C100662,43,Male,2,High School,Single,Jeddah,30390,Yes,Yes,Yes,Cellular,Unemployed,20698,2
C100663,27,Female,2,Unknown,Widow,Abha,26003,No,No,Yes,Telephone,Unemployed,9031,3
C100664,31,Female,1,Post-Graduate,Divorced,Riyadh,91309,Yes,Yes,Yes,Cellular,Government Employee,13508,5
C100665,64,Male,3,Doctorate,Divorced,Riyadh,54588,No,No,Yes,Unknown,Unemployed,29375,2
C100666,30,Male,4,Doctorate,Widow,Jeddah,39720,No,No,No,Telephone,Freelancer,27174,2
C100667,22,Male,3,Uneducated,Single,Tabuk,12244,No,No,No,Unknown,Unemployed,3487,3
C100668,49,Male,1,Unknown,Single,Dammam,72053,No,No,Yes,Unknown,Unemployed,5128,3
C100669,35,Female,4,Graduated,Divorced,Riyadh,23968,Yes,No,Yes,Unknown,Government Employee,27876,2
C100670,37,Female,3,Unknown,Divorced,Jeddah,75311,No,No,No,Cellular,Businessman,21687,3
C100671,31,Male,1,Post-Graduate,Single,Tabuk,24860,Yes,No,No,Telephone,Businessman,14968,5
C100672,33,Male,1,Unknown,Divorced,Mecca,82116,Yes,No,No,Cellular,Private Employee,5669,3
C100673,46,Male,2,High School,Single,Dammam,19010,Yes,Yes,Yes,Telephone,Businessman,33751,3
C100674,45,Male,2,Uneducated,Married,Jeddah,53786,Yes,Yes,Yes,Unknown,Unemployed,4103,4
C100675,33,Male,1,Doctorate,Married,Taif,10692,No,Yes,No,Unknown,Self-employed,6890,4
C100676,33,Female,1,Post-Graduate,Divorced,Tabuk,27853,No,No,No,Telephone,Self-employed,43395,1
C100677,65,Female,2,Doctorate,Widow,Riyadh,25022,No,Yes,No,Unknown,Self-employed,40789,2
C100678,61,Male,1,Uneducated,Single,Medina,42767,Yes,Yes,No,Cellular,Self-employed,21123,1
C100679,56,Male,1,Doctorate,Single,Riyadh,64179,Yes,No,Yes,Telephone,Self-employed,12632,1
C100680,43,Female,3,Graduated,Divorced,Jazan,96916,Yes,Yes,Yes,Telephone,Government Employee,15320,2
C100681,51,Female,2,Graduated,Single,Mecca,10400,No,No,Yes,Cellular,Unemployed,6905,4
C100682,53,Female,1,Graduated,Single,Mecca,28441,No,No,Yes,Telephone,Unemployed,3902,4
C100683,53,Male,4,Graduated,Divorced,Mecca,94443,Yes,No,Yes,Unknown,Unemployed,21062,4
C100684,44,Female,1,Graduated,Married,Jazan,27496,Yes,Yes,No,Telephone,Self-employed,39159,5
C100685,61,Male,0,High School,Divorced,Abha,43398,Yes,No,No,Unknown,Private Employee,4330,1
C100686,56,Male,1,High School,Divorced,Medina,97614,Yes,No,Yes,Cellular,Businessman,24454,5
C100687,46,Female,0,Graduated,Married,Dammam,24216,No,No,No,Unknown,Unemployed,20821,5
C100688,32,Female,4,Post-Graduate,Divorced,Jeddah,59797,No,Yes,Yes,Telephone,Businessman,25029,3
C100689,50,Male,4,High School,Widow,Medina,66468,Yes,Yes,Yes,Unknown,Self-employed,18158,4
C100690,22,Male,3,Graduated,Single,Jeddah,99254,No,Yes,Yes,Unknown,Self-employed,17317,3
C100691,26,Male,2,Unknown,Widow,Jeddah,46754,No,Yes,Yes,Telephone,Self-employed,43093,1
C100692,25,Female,4,Post-Graduate,Married,Riyadh,72391,No,Yes,Yes,Telephone,Unemployed,17179,4
C100693,41,Male,0,Post-Graduate,Married,Mecca,10012,No,No,No,Telephone,Student,48609,2
C100694,21,Male,4,Unknown,Divorced,Medina,32553,Yes,Yes,Yes,Unknown,Self-employed,15835,2
C100695,32,Male,2,Graduated,Single,Jazan,39573,Yes,Yes,Yes,Unknown,Freelancer,16380,3
C100696,60,Female,3,Uneducated,Single,Dammam,72092,No,Yes,Yes,Telephone,Businessman,37932,2
C100697,63,Female,0,Unknown,Married,Medina,19596,Yes,No,Yes,Telephone,Self-employed,48854,2
C100698,37,Female,3,Uneducated,Married,Jazan,65690,Yes,No,No,Telephone,Government Employee,42733,2
C100699,21,Male,3,High School,Widow,Abha,70931,Yes,Yes,Yes,Cellular,Self-employed,48892,5
C100700,27,Female,3,Doctorate,Married,Riyadh,77889,Yes,Yes,Yes,Cellular,Businessman,36319,5
C100701,54,Male,1,Post-Graduate,Single,Tabuk,78822,Yes,No,No,Telephone,Student,11924,2
C100702,22,Female,3,Uneducated,Married,Medina,93394,Yes,Yes,No,Cellular,Private Employee,44540,5
C100703,25,Female,3,Uneducated,Divorced,Tabuk,13926,Yes,Yes,Yes,Unknown,Freelancer,4586,1
C100704,25,Female,1,Doctorate,Single,Jeddah,34958,No,Yes,No,Unknown,Freelancer,27349,1
C100705,60,Male,1,High School,Divorced,Taif,98103,Yes,No,No,Telephone,Self-employed,8573,5
C100706,29,Female,2,Graduated,Single,Dammam,33032,No,Yes,No,Telephone,Private Employee,5646,5
C100707,47,Female,0,Unknown,Single,Riyadh,96774,No,Yes,No,Telephone,Freelancer,25379,1
C100708,43,Female,4,Uneducated,Widow,Taif,83793,Yes,Yes,No,Cellular,Unemployed,20656,5
C100709,34,Female,2,Doctorate,Single,Tabuk,50648,Yes,No,Yes,Unknown,Freelancer,5580,4
C100710,23,Female,1,Uneducated,Widow,Abha,70296,No,Yes,Yes,Cellular,Businessman,6978,3
C100711,23,Male,3,High School,Single,Abha,79375,Yes,No,No,Unknown,Self-employed,38879,4
C100712,51,Male,4,Uneducated,Widow,Medina,79248,Yes,No,No,Cellular,Self-employed,47105,1
C100713,29,Female,4,Doctorate,Divorced,Dammam,78383,No,No,No,Cellular,Businessman,18906,4
C100714,65,Male,2,Doctorate,Widow,Medina,23643,No,No,Yes,Telephone,Unemployed,5672,4
C100715,38,Female,1,High School,Divorced,Mecca,15546,Yes,No,Yes,Unknown,Freelancer,27185,3
C100716,54,Male,2,Uneducated,Single,Jeddah,71581,No,No,No,Telephone,Unemployed,22044,5
C100717,56,Male,1,Doctorate,Single,Tabuk,41646,Yes,No,No,Unknown,Self-employed,33518,5
C100718,64,Male,2,Unknown,Divorced,Riyadh,48191,Yes,Yes,Yes,Cellular,Unemployed,26269,2
C100719,53,Female,4,High School,Single,Taif,39082,Yes,Yes,Yes,Cellular,Freelancer,42312,4
C100720,53,Female,0,Post-Graduate,Single,Medina,41600,Yes,Yes,No,Cellular,Self-employed,29541,3
C100721,34,Male,3,Unknown,Single,Jeddah,90199,No,No,No,Cellular,Private Employee,35812,4
C100722,55,Male,0,Uneducated,Married,Riyadh,13853,Yes,No,No,Cellular,Student,11382,5
C100723,53,Male,1,Doctorate,Widow,Tabuk,71901,No,No,No,Unknown,Businessman,30230,1
C100724,59,Male,3,High School,Divorced,Dammam,17594,Yes,No,Yes,Cellular,Unemployed,37469,5
C100725,38,Male,4,High School,Married,Medina,62035,No,No,Yes,Unknown,Self-employed,29691,2
C100726,30,Male,1,Post-Graduate,Married,Jeddah,41475,No,No,No,Telephone,Private Employee,8029,1
C100727,36,Male,2,Uneducated,Widow,Riyadh,58081,Yes,No,Yes,Telephone,Private Employee,31093,4
C100728,22,Male,0,Doctorate,Married,Taif,12355,Yes,Yes,Yes,Unknown,Self-employed,26679,4
C100729,45,Male,0,Graduated,Married,Jazan,19526,No,Yes,Yes,Cellular,Unemployed,17326,3
C100730,41,Female,0,Graduated,Married,Taif,84978,Yes,No,No,Telephone,Unemployed,39790,2
C100731,59,Male,4,High School,Divorced,Riyadh,25181,Yes,No,Yes,Unknown,Private Employee,15718,3
C100732,39,Male,3,Doctorate,Married,Taif,16045,Yes,Yes,No,Unknown,Freelancer,11135,1
C100733,26,Female,3,Doctorate,Single,Riyadh,76505,No,Yes,No,Telephone,Student,14913,1
C100734,65,Female,2,Post-Graduate,Married,Taif,88361,No,No,No,Unknown,Freelancer,42627,5
C100735,63,Female,0,Post-Graduate,Divorced,Dammam,80158,No,No,Yes,Cellular,Government Employee,40050,1
C100736,38,Male,4,High School,Married,Dammam,34952,Yes,Yes,Yes,Telephone,Unemployed,12259,4
C100737,45,Male,3,Post-Graduate,Single,Abha,71994,Yes,No,Yes,Telephone,Unemployed,30374,1
C100738,61,Female,1,Doctorate,Married,Mecca,83617,Yes,Yes,No,Unknown,Freelancer,42478,3
C100739,61,Male,4,Uneducated,Single,Mecca,10402,No,No,Yes,Cellular,Freelancer,40110,5
C100740,47,Female,0,Post-Graduate,Married,Taif,87399,No,Yes,No,Unknown,Government Employee,9127,5
C100741,44,Female,2,Graduated,Single,Medina,11957,No,No,Yes,Unknown,Unemployed,47936,2
C100742,32,Female,4,High School,Single,Mecca,35171,No,No,Yes,Cellular,Student,23364,5
C100743,37,Male,0,Uneducated,Widow,Medina,10128,Yes,No,No,Telephone,Businessman,6614,1
C100744,44,Male,0,Unknown,Married,Tabuk,13340,Yes,Yes,No,Unknown,Businessman,43112,3
C100745,25,Female,4,Unknown,Divorced,Riyadh,69393,No,Yes,Yes,Unknown,Private Employee,45078,4
C100746,60,Male,0,Doctorate,Divorced,Medina,93558,No,No,Yes,Telephone,Private Employee,32012,5
C100747,38,Female,1,Unknown,Widow,Dammam,62850,No,Yes,Yes,Telephone,Businessman,39402,1
C100748,51,Female,3,Unknown,Married,Jeddah,44543,Yes,No,No,Cellular,Self-employed,16004,2
C100749,49,Male,0,Uneducated,Divorced,Tabuk,32445,Yes,No,No,Cellular,Private Employee,38696,1
C100750,49,Male,1,Uneducated,Single,Jeddah,89026,Yes,Yes,No,Cellular,Self-employed,30649,2
C100751,52,Female,1,Graduated,Widow,Abha,85161,No,No,Yes,Cellular,Self-employed,32326,1
C100752,62,Female,2,High School,Single,Dammam,85865,No,Yes,Yes,Telephone,Government Employee,36440,1
C100753,26,Female,2,High School,Single,Medina,69210,Yes,No,Yes,Telephone,Private Employee,38008,1
C100754,29,Female,3,Doctorate,Married,Dammam,19853,Yes,Yes,Yes,Telephone,Unemployed,41600,5
C100755,31,Male,1,High School,Widow,Dammam,85041,No,No,No,Cellular,Unemployed,30919,2
C100756,54,Male,0,Post-Graduate,Married,Abha,99329,No,No,Yes,Telephone,Self-employed,40514,4
C100757,21,Female,4,Post-Graduate,Widow,Taif,99226,Yes,No,No,Unknown,Businessman,29388,4
C100758,35,Female,4,Uneducated,Single,Tabuk,10295,No,Yes,Yes,Unknown,Unemployed,14202,2
C100759,34,Female,2,Doctorate,Married,Jeddah,61558,No,Yes,No,Unknown,Private Employee,9874,3
C100760,45,Male,0,Post-Graduate,Married,Jeddah,84792,Yes,No,No,Telephone,Unemployed,41939,1
C100761,55,Female,1,Graduated,Divorced,Abha,12118,Yes,Yes,Yes,Telephone,Unemployed,5222,5
C100762,64,Male,4,Graduated,Divorced,Abha,48255,Yes,No,No,Unknown,Student,36567,5
C100763,60,Male,0,High School,Divorced,Jazan,92059,No,Yes,No,Cellular,Government Employee,14733,2
C100764,54,Female,3,Graduated,Widow,Medina,80683,Yes,Yes,No,Telephone,Private Employee,8111,5
C100765,24,Female,3,Post-Graduate,Widow,Taif,81037,Yes,No,No,Unknown,Unemployed,13086,2
C100766,40,Male,3,Doctorate,Single,Abha,51714,Yes,No,Yes,Unknown,Freelancer,18563,3
C100767,23,Female,0,Doctorate,Divorced,Taif,59930,No,No,Yes,Cellular,Freelancer,11180,2
C100768,37,Male,2,High School,Divorced,Mecca,33927,No,No,No,Cellular,Self-employed,26135,5
C100769,38,Male,1,Doctorate,Married,Abha,85504,No,No,Yes,Cellular,Student,40525,1
C100770,41,Female,1,High School,Single,Tabuk,34458,No,No,Yes,Telephone,Private Employee,13989,5
C100771,30,Female,4,Uneducated,Married,Tabuk,79434,No,Yes,Yes,Unknown,Businessman,39695,4
C100772,43,Female,0,Doctorate,Widow,Abha,44452,No,No,Yes,Unknown,Government Employee,34966,3
C100773,36,Male,0,Uneducated,Divorced,Jeddah,98529,Yes,Yes,No,Unknown,Private Employee,13801,1
C100774,32,Female,4,Uneducated,Divorced,Riyadh,21273,No,Yes,No,Telephone,Businessman,24315,3
C100775,49,Male,2,High School,Married,Jeddah,38389,Yes,No,Yes,Telephone,Private Employee,37375,1
C100776,35,Female,3,High School,Single,Riyadh,91365,No,Yes,Yes,Telephone,Unemployed,8710,1
C100777,42,Male,3,Graduated,Single,Abha,71982,Yes,Yes,No,Cellular,Government Employee,26657,2
C100778,35,Female,3,Uneducated,Married,Tabuk,83060,No,No,Yes,Telephone,Unemployed,41244,5
C100779,46,Female,4,Graduated,Divorced,Mecca,31966,Yes,No,No,Unknown,Government Employee,46864,3
C100780,54,Female,4,Graduated,Divorced,Tabuk,90432,No,Yes,Yes,Telephone,Student,10776,1
C100781,64,Female,2,Unknown,Married,Riyadh,15164,Yes,Yes,No,Telephone,Freelancer,18045,5
C100782,61,Male,0,Uneducated,Married,Jeddah,52726,No,Yes,Yes,Cellular,Government Employee,25277,4
C100783,22,Male,3,Post-Graduate,Married,Jeddah,47212,No,No,No,Telephone,Student,43629,4
C100784,29,Female,1,Graduated,Widow,Jazan,48360,No,Yes,Yes,Cellular,Government Employee,36771,2
C100785,43,Female,1,Unknown,Married,Dammam,81219,Yes,Yes,Yes,Cellular,Self-employed,16119,5
C100786,29,Male,2,Post-Graduate,Single,Riyadh,59434,Yes,Yes,Yes,Telephone,Government Employee,35082,2
C100787,33,Female,2,Unknown,Married,Jazan,62956,Yes,No,Yes,Cellular,Government Employee,34462,4
C100788,40,Female,2,Post-Graduate,Divorced,Jazan,27782,No,Yes,Yes,Telephone,Self-employed,43541,1
C100789,52,Female,3,Doctorate,Married,Jeddah,61445,Yes,Yes,No,Cellular,Freelancer,33721,2
C100790,24,Female,1,Uneducated,Widow,Medina,83988,Yes,Yes,No,Cellular,Self-employed,13170,5
